Posted On,BHK,Rent_Floor,Total_Floors,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2022-05-21,2,0,2,950,Super Area,S.Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-05-12,1,1,3,400,Super Area,Besant Nagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner,12000
2022-06-22,2,7,10,2000,Super Area,Guduvancheri,Chennai,Furnished,Bachelors/Family,2,Contact Owner,19397
2022-07-05,2,3,4,939,Super Area,New Perungalathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-06-04,3,1,3,1200,Carpet Area,Kovur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,10000
2022-05-11,2,1,1,1800,Super Area,"Ambattur Industrial Estate, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
2022-07-10,3,2,5,1200,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,15000
2022-05-20,2,1,3,1200,Super Area,Kodambakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,28000
2022-06-12,3,1,1,1750,Super Area,Kuthanur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,10000
2022-07-09,1,0,2,300,Super Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3500
2022-06-15,1,1,3,650,Carpet Area,Sholinganallur,Chennai,Unfurnished,Bachelors,1,Contact Owner,8000
2022-05-25,2,0,3,950,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13500
2022-05-19,3,3,14,1610,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,36000
2022-06-14,2,1,2,900,Super Area,Kodungaiyur East,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-05-06,1,1,1,550,Carpet Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-05-25,2,0,2,700,Super Area,Nanmangalam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-07-06,2,2,3,800,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-06-25,2,3,5,580,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,8500
2022-06-26,2,1,2,950,Super Area,Nandanam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
2022-05-25,1,1,1,700,Carpet Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8000
2022-05-25,2,0,3,600,Super Area,"Bharathidasan Colony, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
2022-05-25,1,0,3,200,Super Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,5000
2022-05-17,1,0,3,600,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
2022-05-17,2,0,3,550,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-06-25,1,4,5,600,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,10000
2022-05-19,3,1,16,1680,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,37500
2022-06-21,2,1,1,1100,Carpet Area,Kayarambedu,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,7000
2022-06-02,1,0,2,600,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,6500
2022-05-25,2,0,2,820,Carpet Area,Purasaiwakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,16000
2022-05-19,3,8,12,1125,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,34000
2022-07-08,2,4,4,973,Carpet Area,Padapai,Chennai,Semi-Furnished,Family,2,Contact Owner,11500
2022-06-18,2,1,2,780,Super Area,"Guindy Race Course, Guindy",Chennai,Furnished,Bachelors/Family,1,Contact Owner,15000
2022-06-13,1,0,1,400,Super Area,Mannivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8000
2022-07-10,4,1,2,4000,Super Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,220000
2022-05-17,2,2,4,1000,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,22000
2022-05-17,3,0,1,3500,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,85000
2022-06-18,1,0,2,350,Super Area,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
2022-05-03,2,2,2,800,Carpet Area,Choolaimedu High Road,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,14000
2022-05-01,2,0,2,700,Super Area,"Paddy field street,Perambur",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,11500
2022-07-06,1,0,2,550,Super Area,"Vimalapuram, Manali",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,6000
2022-07-06,3,0,2,2100,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner,24000
2022-07-08,3,2,2,1700,Super Area,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,32000
2022-05-17,3,0,1,1420,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
2022-07-08,2,1,2,950,Carpet Area,Duraisamy Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
2022-07-06,2,2,2,780,Super Area,Pallikaranai,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-06-23,1,1,2,800,Carpet Area,Jalladian Pet,Chennai,Unfurnished,Bachelors,1,Contact Owner,7500
2022-05-25,2,2,4,500,Super Area,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
2022-05-29,2,25,32,1000,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18500
2022-07-10,2,2,2,750,Super Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-06-22,2,2,2,1200,Carpet Area,Cmbt,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,17000
2022-05-19,3,10,14,1152,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,35000
2022-05-25,2,2,3,843,Super Area,Kovur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
2022-07-06,2,1,3,900,Super Area,Semmancheri,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,13000
2022-07-10,2,2,4,1250,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,27999
2022-05-13,2,2,2,650,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-07-06,4,2,2,2600,Carpet Area,Ranjith Road,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,140000
2022-04-28,1,0,2,700,Super Area,Indra Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,12000
2022-06-22,2,1,2,720,Carpet Area,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,Family,2,Contact Owner,13000
2022-07-06,4,1,4,3500,Carpet Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,250000
2022-07-05,4,1,2,3000,Carpet Area,"Egmore, PH Road",Chennai,Unfurnished,Bachelors,4,Contact Agent,80000
2022-07-10,2,1,1,1144,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,22999
2022-06-19,3,1,4,1750,Carpet Area,Anna Nagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,36000
2022-05-25,3,0,2,1450,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,70000
2022-06-18,2,1,2,590,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,12500
2022-05-01,2,2,2,900,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-05-25,2,1,2,800,Super Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
2022-06-22,2,1,3,1000,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-05-19,3,2,14,1650,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,37000
2022-05-01,2,0,1,700,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-06-25,3,1,1,1280,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
2022-06-11,2,0,2,700,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-07-01,2,1,4,980,Super Area,Purasaiwakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-05-22,2,2,2,900,Carpet Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-07-06,1,1,1,450,Super Area,Virugambakkam,Chennai,Unfurnished,Family,1,Contact Owner,9000
2022-07-06,2,2,4,1200,Super Area,Porur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,14000
2022-07-06,2,1,2,650,Super Area,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,8500
2022-05-19,3,6,11,1903,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,35000
2022-06-29,2,2,3,650,Super Area,Arcot Road Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
2022-05-30,1,2,2,450,Carpet Area,Housing Board,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-06-10,2,3,5,900,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2,Contact Owner,23000
2022-06-14,2,2,3,550,Super Area,Ashok Nagar,Chennai,Unfurnished,Family,1,Contact Owner,15000
2022-06-14,2,0,3,750,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18500
2022-05-17,2,2,4,1000,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,28000
2022-05-19,3,4,12,1050,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,32000
2022-05-01,1,1,3,650,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2,Contact Owner,14000
2022-06-02,1,1,3,400,Super Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000
2022-05-19,3,7,12,1075,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,33000
2022-05-27,3,3,14,2000,Carpet Area,Alwarpet,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,100000
2022-05-29,2,4,5,720,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
2022-06-16,3,1,3,1000,Carpet Area,Ponniammanmedu,Chennai,Unfurnished,Bachelors,2,Contact Owner,16000
2022-05-02,1,0,2,500,Super Area,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,8500
2022-06-25,2,0,3,900,Super Area,Nandivaram-Guduvancheri,Chennai,Furnished,Bachelors/Family,2,Contact Owner,10000
2022-05-15,2,5,7,900,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13500
2022-07-06,2,1,3,900,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,19000
2022-07-06,1,1,2,1000,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,11500
2022-07-06,3,1,3,1300,Super Area,Jawahar Nagar,Chennai,Semi-Furnished,Family,3,Contact Owner,22000
2022-05-27,3,2,4,1383,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner,12000
2022-06-04,2,0,1,800,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,10000
2022-05-01,2,1,1,1500,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,15000
2022-06-21,3,0,2,1350,Carpet Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,35000
2022-06-06,3,3,4,2000,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,70000
2022-06-21,3,0,4,1200,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2,Contact Agent,32000
2022-06-14,3,1,4,1912,Carpet Area,Alwarthirunagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,35000
2022-07-10,1,1,2,500,Carpet Area,Old Washermanpet,Chennai,Unfurnished,Bachelors,1,Contact Owner,10000
2022-06-05,2,1,1,950,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,11000
2022-05-17,2,1,1,1000,Carpet Area,Kolathur,Chennai,Unfurnished,Bachelors,2,Contact Owner,12000
2022-05-06,3,11,16,1600,Carpet Area,Prestige Bellavista,Chennai,Unfurnished,Bachelors,3,Contact Owner,40000
2022-05-16,2,0,2,900,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,8000
2022-05-16,3,1,3,1265,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
2022-05-24,3,3,4,1060,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-05-16,2,1,2,1050,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
2022-06-10,3,2,4,1500,Carpet Area,Perungudi,Chennai,Unfurnished,Bachelors,3,Contact Agent,27000
2022-05-12,2,1,2,890,Carpet Area,Oliyas Green court,Chennai,Unfurnished,Bachelors,2,Contact Owner,13000
2022-05-10,2,1,2,700,Carpet Area,Keelkattalai,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,9000
2022-07-02,3,1,2,1146,Carpet Area,Chinna Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
2022-05-20,1,1,2,700,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
2022-06-09,2,0,2,800,Carpet Area,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,18000
2022-07-05,2,0,1,640,Carpet Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9500
2022-06-04,2,5,14,909,Super Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-06-25,4,0,2,2400,Carpet Area,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,3,Contact Agent,40000
2022-06-25,4,0,1,3800,Carpet Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,70000
2022-05-16,2,1,3,400,Super Area,Periyamet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-05-06,2,2,3,886,Super Area,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,Family,2,Contact Owner,8500
2022-05-25,3,4,5,1570,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,27500
2022-05-20,2,1,2,900,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15000
2022-05-16,1,0,2,400,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-05-16,2,0,2,1600,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,26000
2022-05-16,2,2,3,1000,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,14000
2022-05-12,2,0,4,850,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
2022-06-06,2,0,3,750,Super Area,Andal Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-06-14,2,1,2,750,Super Area,Kamarajar Salai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,17000
2022-06-14,3,3,4,2000,Carpet Area,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,75000
2022-05-20,3,1,2,1270,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,19500
2022-06-28,2,1,2,2000,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
2022-07-02,2,3,7,1250,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,32000
2022-05-16,2,0,2,1000,Super Area,Velachery,Chennai,Unfurnished,Family,2,Contact Owner,15000
2022-07-10,3,5,10,1050,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,28000
2022-06-22,2,5,6,800,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,10677
2022-07-01,3,8,11,1625,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3,Contact Agent,50000
2022-06-17,3,1,2,1535,Super Area,Karapakkam,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,32500
2022-05-14,2,1,2,850,Carpet Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2,Contact Owner,23000
2022-06-28,4,3,10,3800,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,75000
2022-06-30,4,0,2,4500,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,4,Contact Agent,250000
2022-05-20,2,1,3,1100,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
2022-07-10,3,1,5,3200,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,60000
2022-05-12,2,2,3,647,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,12000
2022-06-21,3,7,14,1798,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,48000
2022-07-06,3,11,17,1700,Carpet Area,TNGOS Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,58000
2022-05-12,2,5,5,930,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-05-30,1,0,2,150,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7000
2022-04-30,2,3,4,1200,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
2022-06-11,2,2,3,1250,Super Area,poush,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-06-10,2,3,4,900,Super Area,Chilakalguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9500
2022-05-14,1,2,3,500,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,7500
2022-07-06,2,0,2,900,Carpet Area,Karmanghat,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,14000
2022-05-14,2,2,5,1100,Super Area,Hyderguda,Hyderabad,Furnished,Family,2,Contact Agent,16000
2022-05-14,3,4,5,1500,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,18000
2022-06-10,1,1,3,500,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8200
2022-06-24,3,1,4,1300,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,12000
2022-06-25,1,10,31,300,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,10000
2022-05-16,2,1,3,800,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
2022-05-17,3,1,6,1400,Carpet Area,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
2022-05-12,1,0,4,500,Super Area,Kothapet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,10500
2022-05-12,2,3,5,750,Super Area,Fathenagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-05-12,3,2,4,1200,Super Area,"Abids, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000
2022-06-03,3,3,4,1350,Carpet Area,"Gayatri Hills, Jubilee Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
2022-05-06,2,0,4,1400,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12500
2022-06-22,1,3,5,450,Super Area,Madhapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,10500
2022-06-22,3,1,6,2061,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,30000
2022-06-27,2,2,3,100,Super Area,Mehdipatnam,Hyderabad,Furnished,Family,2,Contact Owner,11000
2022-06-26,2,2,2,1100,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
2022-05-28,3,5,5,1650,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner,35000
2022-07-05,3,1,1,1500,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,23382
2022-06-10,2,3,4,1140,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9500
2022-05-06,2,0,1,990,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,9000
2022-05-06,3,7,17,1700,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,60000
2022-06-22,2,2,4,1200,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-06-22,2,1,3,850,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-06-22,2,2,3,900,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000
2022-05-12,2,0,2,800,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8000
2022-06-17,2,1,2,1000,Super Area,Hydershakote,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,9000
2022-06-19,2,3,4,1020,Super Area,Hydershakote,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8000
2022-05-25,1,0,3,300,Super Area,Ameenpur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5500
2022-06-10,2,0,2,1800,Super Area,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-07-03,3,8,13,919,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
2022-05-31,3,5,6,25,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,23000
2022-06-16,2,1,3,1050,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
2022-05-10,2,0,1,200,Carpet Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,6500
2022-06-25,1,1,4,450,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9000
2022-04-30,4,15,20,1000,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000
2022-07-01,3,2,5,1250,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,12500
2022-07-06,3,9,15,1900,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3,Contact Agent,45000
2022-05-25,2,0,4,1500,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,27000
2022-07-06,3,14,17,2395,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,3,Contact Agent,75000
2022-05-18,2,1,1,1800,Super Area,"Basheer Bagh, Hyderabad,",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,9000
2022-06-09,2,3,3,700,Carpet Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-07-06,3,4,5,1700,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Family,2,Contact Agent,24000
2022-05-06,2,2,3,1200,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,15000
2022-06-05,3,3,5,1600,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,24000
2022-06-25,2,8,9,745,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-06-26,3,4,5,2210,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Owner,27000
2022-05-06,3,9,13,1450,Carpet Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,30000
2022-05-29,3,3,4,1400,Super Area,Narayanaguda,Hyderabad,Semi-Furnished,Family,3,Contact Owner,20000
2022-04-29,3,-1,3,2000,Carpet Area,A 307 Blossom Heights,Hyderabad,Furnished,Bachelors,3,Contact Owner,22000
2022-06-10,4,2,5,1815,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000
2022-04-30,2,-1,3,1000,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,23000
2022-05-24,2,3,3,1000,Super Area,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
2022-05-12,2,5,6,1200,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,18000
2022-06-02,3,7,9,2430,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,55000
2022-05-20,1,2,3,140,Super Area,Malkajgiri,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5000
2022-07-05,2,2,5,1200,Super Area,Nacharam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
2022-05-20,2,2,4,1100,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,9000
2022-06-04,2,1,3,800,Carpet Area,"Buddha Nagar Colony, Boduppal",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,7000
2022-06-02,3,3,5,1500,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,28000
